datetime,dpc,idle,interrupt,system,user
2017-07-07 21:26:25,1134.484375,1041691.0,1953.875,66131.75,109538.625
2017-07-07 21:29:40,1135.796875,1042298.4375,1956.203125,66199.6875,109640.890625
