1257270	4,887
1257281	4,680
1258935	4,462
1250523	3,813
1255025	3,809
1248085	3,728
1254038	3,684
1215094	3,608
1254134	3,604
1256728	3,405
1255867	3,351
1238162	3,252
1247735	3,176
1256603	3,150
1255980	3,111
1254487	3,008
1252893	2,990
1235959	2,973
1256581	2,965
1254102	2,947
1255743	2,946
1250427	2,911
1254031	2,892
1249176	2,861
1247547	2,823
1247637	2,803
1252211	2,696
1246801	2,690
1254037	2,653
1254756	2,650
1256724	2,648
1256575	2,614
1255869	2,516
1248081	2,514
1259363	2,453
1240457	2,427
1256854	2,404
1231010	2,354
1240085	2,340
1254708	2,295
1254010	2,291
1256729	2,288
1254777	2,288
1255119	2,284
1254997	2,273
1254054	2,253
1257097	2,234
1256969	2,217
1258933	2,216
1250242	2,213
1258389	2,206
1254484	2,171
1256818	2,167
1256853	2,129
1258186	2,128
1241330	2,125
1258387	2,115
1252759	2,109
1254068	2,107
1250531	2,106
1243233	2,078
1256596	2,066
1255854	2,063
1258355	2,057
1238598	2,056
1258356	2,047
1255979	2,043
1251636	2,026
1262096	2,003
1255701	1,992
1239235	1,988
1259204	1,984
1249593	1,983
1252202	1,952
1253177	1,931
1250445	1,912
1251942	1,906
1257038	1,895
1252517	1,890
1256774	1,886
1254996	1,878
1237970	1,874
1255871	1,868
1239058	1,860
1235081	1,855
1253108	1,833
1256814	1,813
1246371	1,811
1253598	1,795
1221546	1,791
1252714	1,787
1257094	1,782
1250528	1,780
1254295	1,779
1252138	1,779
1255121	1,777
1240082	1,773
1255079	1,759
1257273	1,753
1253905	1,731
1254012	1,717
1256598	1,714
1256597	1,713
1253894	1,712
1252889	1,711
1243065	1,710
1252142	1,705
1257092	1,675
1254312	1,672
1253103	1,660
1255120	1,653
1255033	1,643
1257311	1,642
1256057	1,637
1259374	1,635
1256881	1,631
1255023	1,629
1253601	1,625
1213148	1,625
1250529	1,625
1252712	1,623
1255724	1,621
1250524	1,615
1247644	1,612
1254753	1,603
1255649	1,597
1254294	1,582
1254218	1,579
1252707	1,576
1257089	1,573
1254763	1,570
1257895	1,567
1252767	1,565
1254040	1,551
1259356	1,539
1249573	1,530
1233893	1,525
1255751	1,520
1252711	1,506
1253486	1,506
1240096	1,502
1255491	1,500
1238639	1,497
1253094	1,494
1255259	1,493
1255722	1,490
1252699	1,489
1251044	1,489
1240587	1,488
1257215	1,482
1246881	1,480
1254618	1,463
1259362	1,460
1243475	1,458
1249591	1,452
1252140	1,449
1254317	1,435
1252765	1,435
1246846	1,426
1254216	1,423
1213503	1,421
1252580	1,420
1249055	1,418
1246866	1,418
1252089	1,418
1254730	1,418
1256072	1,411
1252511	1,411
1254707	1,410
1259646	1,410
1213500	1,407
1246835	1,407
1252206	1,405
1255031	1,405
1238978	1,404
1255715	1,401
1240106	1,400
1197658	1,396
1246618	1,395
1254767	1,387
1256727	1,386
1250530	1,386
1250748	1,382
1257176	1,381
1252514	1,378
1253912	1,378
1244670	1,377
1259693	1,377
1259206	1,375
1261991	1,370
1242265	1,367
1259645	1,361
1257349	1,360
1255983	1,359
1248580	1,359
1254009	1,356
1246104	1,356
1256760	1,355
1254034	1,355
1254718	1,355
1249286	1,355
1254717	1,354
1259210	1,353
1254036	1,351
1247638	1,347
1226434	1,345
1237978	1,342
1252136	1,333
